"district"	"Glofas_st"	"thr_stat"	"thr"	"floods"	"floods_correct"	"floods_incorrect"	"protocol_triggered"	"triggered_in_vain"	"detection_ratio"	"false_alarm_ratio"
"1"	"KE0030130063"	"KEGVS11"	"q95"	317.885	5	2	3	11	9	0.4	0.82
"1"	"KE0030130063"	"KEGVS10"	"q95"	6.782711	5	4	1	12	8	0.8	0.67
"1"	"KE0030130063"	"KEGVS10"	"rl2"	30.8739757537842	5	1	4	3	2	0.2	0.67
"1"	"KE0030130063"	"KEGVS10"	"rl5"	59.4386291503906	5	1	4	1	0	0.2	0
"1"	"KE0030130064"	"KEGVS11"	"q95"	317.885	5	2	3	11	9	0.4	0.82
"1"	"KE0030130064"	"KEGVS10"	"q95"	6.782711	5	4	1	12	8	0.8	0.67
"1"	"KE0030130064"	"KEGVS10"	"rl2"	30.8739757537842	5	1	4	3	2	0.2	0.67
"1"	"KE0030130064"	"KEGVS10"	"rl5"	59.4386291503906	5	1	4	1	0	0.2	0
"1"	"KE0030130065"	"KEGVS11"	"q95"	317.885	5	2	3	11	9	0.4	0.82
"1"	"KE0030130065"	"KEGVS10"	"q95"	6.782711	5	4	1	12	8	0.8	0.67
"1"	"KE0030130065"	"KEGVS10"	"rl2"	30.8739757537842	5	1	4	3	2	0.2	0.67
"1"	"KE0030130065"	"KEGVS10"	"rl5"	59.4386291503906	5	1	4	1	0	0.2	0
"1"	"KE0030130066"	"KEGVS11"	"q95"	317.885	5	2	3	11	9	0.4	0.82
"1"	"KE0030130066"	"KEGVS10"	"q95"	6.782711	5	4	1	12	8	0.8	0.67
"1"	"KE0030130066"	"KEGVS10"	"rl2"	30.8739757537842	5	1	4	3	2	0.2	0.67
"1"	"KE0030130066"	"KEGVS10"	"rl5"	59.4386291503906	5	1	4	1	0	0.2	0
"1"	"KE0030150071"	"KEGVS11"	"q95"	317.885	5	2	3	11	9	0.4	0.82
"1"	"KE0030150071"	"KEGVS10"	"q95"	6.782711	5	4	1	12	8	0.8	0.67
"1"	"KE0030150071"	"KEGVS10"	"rl2"	30.8739757537842	5	1	4	3	2	0.2	0.67
"1"	"KE0030150071"	"KEGVS10"	"rl5"	59.4386291503906	5	1	4	1	0	0.2	0
"1"	"KE0030150072"	"KEGVS11"	"q95"	317.885	5	2	3	11	9	0.4	0.82
"1"	"KE0030150072"	"KEGVS10"	"q95"	6.782711	5	4	1	12	8	0.8	0.67
"1"	"KE0030150072"	"KEGVS10"	"rl2"	30.8739757537842	5	1	4	3	2	0.2	0.67
"1"	"KE0030150072"	"KEGVS10"	"rl5"	59.4386291503906	5	1	4	1	0	0.2	0
"1"	"KE0030150073"	"KEGVS11"	"q95"	317.885	5	2	3	11	9	0.4	0.82
"1"	"KE0030150073"	"KEGVS10"	"q95"	6.782711	5	4	1	12	8	0.8	0.67
"1"	"KE0030150073"	"KEGVS10"	"rl2"	30.8739757537842	5	1	4	3	2	0.2	0.67
"1"	"KE0030150073"	"KEGVS10"	"rl5"	59.4386291503906	5	1	4	1	0	0.2	0
"1"	"KE0030150074"	"KEGVS11"	"q95"	317.885	5	2	3	11	9	0.4	0.82
"1"	"KE0030150074"	"KEGVS10"	"q95"	6.782711	5	4	1	12	8	0.8	0.67
"1"	"KE0030150074"	"KEGVS10"	"rl2"	30.8739757537842	5	1	4	3	2	0.2	0.67
"1"	"KE0030150074"	"KEGVS10"	"rl5"	59.4386291503906	5	1	4	1	0	0.2	0
"1"	"KE0030170080"	"KEGVS11"	"q95"	317.885	14	7	7	12	8	0.5	0.67
"1"	"KE0030170080"	"KEGVS10"	"q95"	6.782711	14	9	5	14	8	0.64	0.57
"1"	"KE0030170080"	"KEGVS10"	"rl2"	30.8739757537842	14	5	9	4	3	0.36	0.75
"1"	"KE0030170081"	"KEGVS11"	"q95"	317.885	14	7	7	12	8	0.5	0.67
"1"	"KE0030170081"	"KEGVS10"	"q95"	6.782711	14	9	5	14	8	0.64	0.57
"1"	"KE0030170081"	"KEGVS10"	"rl2"	30.8739757537842	14	5	9	4	3	0.36	0.75
"1"	"KE0030170082"	"KEGVS11"	"q95"	317.885	14	7	7	12	8	0.5	0.67
"1"	"KE0030170082"	"KEGVS10"	"q95"	6.782711	14	9	5	14	8	0.64	0.57
"1"	"KE0030170082"	"KEGVS10"	"rl2"	30.8739757537842	14	5	9	4	3	0.36	0.75
"1"	"KE0030170083"	"KEGVS11"	"q95"	317.885	14	7	7	12	8	0.5	0.67
"1"	"KE0030170083"	"KEGVS10"	"q95"	6.782711	14	9	5	14	8	0.64	0.57
"1"	"KE0030170083"	"KEGVS10"	"rl2"	30.8739757537842	14	5	9	4	3	0.36	0.75
"1"	"KE0030170084"	"KEGVS11"	"q95"	317.885	14	7	7	12	8	0.5	0.67
"1"	"KE0030170084"	"KEGVS10"	"q95"	6.782711	14	9	5	14	8	0.64	0.57
"1"	"KE0030170084"	"KEGVS10"	"rl2"	30.8739757537842	14	5	9	4	3	0.36	0.75
"1"	"KE0030170085"	"KEGVS11"	"q95"	317.885	14	7	7	12	8	0.5	0.67
"1"	"KE0030170085"	"KEGVS10"	"q95"	6.782711	14	9	5	14	8	0.64	0.57
"1"	"KE0030170085"	"KEGVS10"	"rl2"	30.8739757537842	14	5	9	4	3	0.36	0.75
"1"	"KE0040180086"	"G5305"	"q80"	232.416164	9	7	2	14	8	0.78	0.57
"1"	"KE0040180086"	"G5305"	"q90"	360.214008	9	7	2	15	9	0.78	0.6
"1"	"KE0040180086"	"G5305"	"q95"	517.518236	9	4	5	12	9	0.44	0.75
"1"	"KE0040180086"	"G5305"	"rl2"	999.430236816406	9	3	6	5	3	0.33	0.6
"1"	"KE0040180086"	"G5305"	"rl5"	1538.55810546875	9	1	8	1	0	0.11	0
"1"	"KE0040180086"	"G5326"	"q80"	226.2463	9	7	2	15	9	0.78	0.6
"1"	"KE0040180086"	"G5326"	"q90"	364.0432	9	7	2	17	11	0.78	0.65
"1"	"KE0040180086"	"G5326"	"q95"	535.3537	9	4	5	11	8	0.44	0.73
"1"	"KE0040180086"	"G5326"	"rl2"	1050.39575195312	9	3	6	4	2	0.33	0.5
"1"	"KE0040180086"	"G5326"	"rl5"	1640.2490234375	9	2	7	2	0	0.22	0
"1"	"KE0040180086"	"G5210"	"q80"	247.832824	9	7	2	13	7	0.78	0.54
"1"	"KE0040180086"	"G5210"	"q90"	383.63605	9	7	2	15	9	0.78	0.6
"1"	"KE0040180086"	"G5210"	"q95"	551.941635999999	9	6	3	12	7	0.67	0.58
"1"	"KE0040180086"	"G5210"	"rl2"	1087.10534667969	9	2	7	1	0	0.22	0
"1"	"KE0040180086"	"G5210"	"rl5"	1646.08813476562	9	1	8	1	0	0.11	0
"1"	"KE0040180086"	"KEGVS12"	"q50"	151.1375	9	8	1	5	-2	0.89	-0.4
"1"	"KE0040180086"	"KEGVS12"	"q80"	247.91096	9	7	2	14	8	0.78	0.57
"1"	"KE0040180086"	"KEGVS12"	"q90"	384.90964	9	7	2	17	11	0.78	0.65
"1"	"KE0040180086"	"KEGVS12"	"q95"	565.62244	9	5	4	10	6	0.56	0.6
"1"	"KE0040180086"	"KEGVS12"	"rl2"	1111.09753417969	9	2	7	1	0	0.22	0
"1"	"KE0040180086"	"KEGVS12"	"rl5"	1669.31628417969	9	1	8	1	0	0.11	0
"1"	"KE0040180087"	"G5305"	"q80"	232.416164	9	7	2	14	8	0.78	0.57
"1"	"KE0040180087"	"G5305"	"q90"	360.214008	9	7	2	15	9	0.78	0.6
"1"	"KE0040180087"	"G5305"	"q95"	517.518236	9	4	5	12	9	0.44	0.75
"1"	"KE0040180087"	"G5305"	"rl2"	999.430236816406	9	3	6	5	3	0.33	0.6
"1"	"KE0040180087"	"G5305"	"rl5"	1538.55810546875	9	1	8	1	0	0.11	0
"1"	"KE0040180087"	"G5326"	"q80"	226.2463	9	7	2	15	9	0.78	0.6
"1"	"KE0040180087"	"G5326"	"q90"	364.0432	9	7	2	17	11	0.78	0.65
"1"	"KE0040180087"	"G5326"	"q95"	535.3537	9	4	5	11	8	0.44	0.73
"1"	"KE0040180087"	"G5326"	"rl2"	1050.39575195312	9	3	6	4	2	0.33	0.5
"1"	"KE0040180087"	"G5326"	"rl5"	1640.2490234375	9	2	7	2	0	0.22	0
"1"	"KE0040180087"	"G5210"	"q80"	247.832824	9	7	2	13	7	0.78	0.54
"1"	"KE0040180087"	"G5210"	"q90"	383.63605	9	7	2	15	9	0.78	0.6
"1"	"KE0040180087"	"G5210"	"q95"	551.941635999999	9	6	3	12	7	0.67	0.58
"1"	"KE0040180087"	"G5210"	"rl2"	1087.10534667969	9	2	7	1	0	0.22	0
"1"	"KE0040180087"	"G5210"	"rl5"	1646.08813476562	9	1	8	1	0	0.11	0
"1"	"KE0040180087"	"KEGVS12"	"q50"	151.1375	9	8	1	5	-2	0.89	-0.4
"1"	"KE0040180087"	"KEGVS12"	"q80"	247.91096	9	7	2	14	8	0.78	0.57
"1"	"KE0040180087"	"KEGVS12"	"q90"	384.90964	9	7	2	17	11	0.78	0.65
"1"	"KE0040180087"	"KEGVS12"	"q95"	565.62244	9	5	4	10	6	0.56	0.6
"1"	"KE0040180087"	"KEGVS12"	"rl2"	1111.09753417969	9	2	7	1	0	0.22	0
"1"	"KE0040180087"	"KEGVS12"	"rl5"	1669.31628417969	9	1	8	1	0	0.11	0
"1"	"KE0040180088"	"G5305"	"q80"	232.416164	9	7	2	14	8	0.78	0.57
"1"	"KE0040180088"	"G5305"	"q90"	360.214008	9	7	2	15	9	0.78	0.6
"1"	"KE0040180088"	"G5305"	"q95"	517.518236	9	4	5	12	9	0.44	0.75
"1"	"KE0040180088"	"G5305"	"rl2"	999.430236816406	9	3	6	5	3	0.33	0.6
"1"	"KE0040180088"	"G5305"	"rl5"	1538.55810546875	9	1	8	1	0	0.11	0
"1"	"KE0040180088"	"G5326"	"q80"	226.2463	9	7	2	15	9	0.78	0.6
"1"	"KE0040180088"	"G5326"	"q90"	364.0432	9	7	2	17	11	0.78	0.65
"1"	"KE0040180088"	"G5326"	"q95"	535.3537	9	4	5	11	8	0.44	0.73
"1"	"KE0040180088"	"G5326"	"rl2"	1050.39575195312	9	3	6	4	2	0.33	0.5
"1"	"KE0040180088"	"G5326"	"rl5"	1640.2490234375	9	2	7	2	0	0.22	0
"1"	"KE0040180088"	"G5210"	"q80"	247.832824	9	7	2	13	7	0.78	0.54
"1"	"KE0040180088"	"G5210"	"q90"	383.63605	9	7	2	15	9	0.78	0.6
"1"	"KE0040180088"	"G5210"	"q95"	551.941635999999	9	6	3	12	7	0.67	0.58
"1"	"KE0040180088"	"G5210"	"rl2"	1087.10534667969	9	2	7	1	0	0.22	0
"1"	"KE0040180088"	"G5210"	"rl5"	1646.08813476562	9	1	8	1	0	0.11	0
"1"	"KE0040180088"	"KEGVS12"	"q50"	151.1375	9	8	1	5	-2	0.89	-0.4
"1"	"KE0040180088"	"KEGVS12"	"q80"	247.91096	9	7	2	14	8	0.78	0.57
"1"	"KE0040180088"	"KEGVS12"	"q90"	384.90964	9	7	2	17	11	0.78	0.65
"1"	"KE0040180088"	"KEGVS12"	"q95"	565.62244	9	5	4	10	6	0.56	0.6
"1"	"KE0040180088"	"KEGVS12"	"rl2"	1111.09753417969	9	2	7	1	0	0.22	0
"1"	"KE0040180088"	"KEGVS12"	"rl5"	1669.31628417969	9	1	8	1	0	0.11	0
"1"	"KE0040180089"	"G5305"	"q80"	232.416164	9	7	2	14	8	0.78	0.57
"1"	"KE0040180089"	"G5305"	"q90"	360.214008	9	7	2	15	9	0.78	0.6
"1"	"KE0040180089"	"G5305"	"q95"	517.518236	9	4	5	12	9	0.44	0.75
"1"	"KE0040180089"	"G5305"	"rl2"	999.430236816406	9	3	6	5	3	0.33	0.6
"1"	"KE0040180089"	"G5305"	"rl5"	1538.55810546875	9	1	8	1	0	0.11	0
"1"	"KE0040180089"	"G5326"	"q80"	226.2463	9	7	2	15	9	0.78	0.6
"1"	"KE0040180089"	"G5326"	"q90"	364.0432	9	7	2	17	11	0.78	0.65
"1"	"KE0040180089"	"G5326"	"q95"	535.3537	9	4	5	11	8	0.44	0.73
"1"	"KE0040180089"	"G5326"	"rl2"	1050.39575195312	9	3	6	4	2	0.33	0.5
"1"	"KE0040180089"	"G5326"	"rl5"	1640.2490234375	9	2	7	2	0	0.22	0
"1"	"KE0040180089"	"G5210"	"q80"	247.832824	9	7	2	13	7	0.78	0.54
"1"	"KE0040180089"	"G5210"	"q90"	383.63605	9	7	2	15	9	0.78	0.6
"1"	"KE0040180089"	"G5210"	"q95"	551.941635999999	9	6	3	12	7	0.67	0.58
"1"	"KE0040180089"	"G5210"	"rl2"	1087.10534667969	9	2	7	1	0	0.22	0
"1"	"KE0040180089"	"G5210"	"rl5"	1646.08813476562	9	1	8	1	0	0.11	0
"1"	"KE0040180089"	"KEGVS12"	"q50"	151.1375	9	8	1	5	-2	0.89	-0.4
"1"	"KE0040180089"	"KEGVS12"	"q80"	247.91096	9	7	2	14	8	0.78	0.57
"1"	"KE0040180089"	"KEGVS12"	"q90"	384.90964	9	7	2	17	11	0.78	0.65
"1"	"KE0040180089"	"KEGVS12"	"q95"	565.62244	9	5	4	10	6	0.56	0.6
"1"	"KE0040180089"	"KEGVS12"	"rl2"	1111.09753417969	9	2	7	1	0	0.22	0
"1"	"KE0040180089"	"KEGVS12"	"rl5"	1669.31628417969	9	1	8	1	0	0.11	0
"1"	"KE0040180090"	"G5305"	"q80"	232.416164	9	7	2	14	8	0.78	0.57
"1"	"KE0040180090"	"G5305"	"q90"	360.214008	9	7	2	15	9	0.78	0.6
"1"	"KE0040180090"	"G5305"	"q95"	517.518236	9	4	5	12	9	0.44	0.75
"1"	"KE0040180090"	"G5305"	"rl2"	999.430236816406	9	3	6	5	3	0.33	0.6
"1"	"KE0040180090"	"G5305"	"rl5"	1538.55810546875	9	1	8	1	0	0.11	0
"1"	"KE0040180090"	"G5326"	"q80"	226.2463	9	7	2	15	9	0.78	0.6
"1"	"KE0040180090"	"G5326"	"q90"	364.0432	9	7	2	17	11	0.78	0.65
"1"	"KE0040180090"	"G5326"	"q95"	535.3537	9	4	5	11	8	0.44	0.73
"1"	"KE0040180090"	"G5326"	"rl2"	1050.39575195312	9	3	6	4	2	0.33	0.5
"1"	"KE0040180090"	"G5326"	"rl5"	1640.2490234375	9	2	7	2	0	0.22	0
"1"	"KE0040180090"	"G5210"	"q80"	247.832824	9	7	2	13	7	0.78	0.54
"1"	"KE0040180090"	"G5210"	"q90"	383.63605	9	7	2	15	9	0.78	0.6
"1"	"KE0040180090"	"G5210"	"q95"	551.941635999999	9	6	3	12	7	0.67	0.58
"1"	"KE0040180090"	"G5210"	"rl2"	1087.10534667969	9	2	7	1	0	0.22	0
"1"	"KE0040180090"	"G5210"	"rl5"	1646.08813476562	9	1	8	1	0	0.11	0
"1"	"KE0040180090"	"KEGVS12"	"q50"	151.1375	9	8	1	5	-2	0.89	-0.4
"1"	"KE0040180090"	"KEGVS12"	"q80"	247.91096	9	7	2	14	8	0.78	0.57
"1"	"KE0040180090"	"KEGVS12"	"q90"	384.90964	9	7	2	17	11	0.78	0.65
"1"	"KE0040180090"	"KEGVS12"	"q95"	565.62244	9	5	4	10	6	0.56	0.6
"1"	"KE0040180090"	"KEGVS12"	"rl2"	1111.09753417969	9	2	7	1	0	0.22	0
"1"	"KE0040180090"	"KEGVS12"	"rl5"	1669.31628417969	9	1	8	1	0	0.11	0
"1"	"KE0040180091"	"G5305"	"q80"	232.416164	9	7	2	14	8	0.78	0.57
"1"	"KE0040180091"	"G5305"	"q90"	360.214008	9	7	2	15	9	0.78	0.6
"1"	"KE0040180091"	"G5305"	"q95"	517.518236	9	4	5	12	9	0.44	0.75
"1"	"KE0040180091"	"G5305"	"rl2"	999.430236816406	9	3	6	5	3	0.33	0.6
"1"	"KE0040180091"	"G5305"	"rl5"	1538.55810546875	9	1	8	1	0	0.11	0
"1"	"KE0040180091"	"G5326"	"q80"	226.2463	9	7	2	15	9	0.78	0.6
"1"	"KE0040180091"	"G5326"	"q90"	364.0432	9	7	2	17	11	0.78	0.65
"1"	"KE0040180091"	"G5326"	"q95"	535.3537	9	4	5	11	8	0.44	0.73
"1"	"KE0040180091"	"G5326"	"rl2"	1050.39575195312	9	3	6	4	2	0.33	0.5
"1"	"KE0040180091"	"G5326"	"rl5"	1640.2490234375	9	2	7	2	0	0.22	0
"1"	"KE0040180091"	"G5210"	"q80"	247.832824	9	7	2	13	7	0.78	0.54
"1"	"KE0040180091"	"G5210"	"q90"	383.63605	9	7	2	15	9	0.78	0.6
"1"	"KE0040180091"	"G5210"	"q95"	551.941635999999	9	6	3	12	7	0.67	0.58
"1"	"KE0040180091"	"G5210"	"rl2"	1087.10534667969	9	2	7	1	0	0.22	0
"1"	"KE0040180091"	"G5210"	"rl5"	1646.08813476562	9	1	8	1	0	0.11	0
"1"	"KE0040180091"	"KEGVS12"	"q50"	151.1375	9	8	1	5	-2	0.89	-0.4
"1"	"KE0040180091"	"KEGVS12"	"q80"	247.91096	9	7	2	14	8	0.78	0.57
"1"	"KE0040180091"	"KEGVS12"	"q90"	384.90964	9	7	2	17	11	0.78	0.65
"1"	"KE0040180091"	"KEGVS12"	"q95"	565.62244	9	5	4	10	6	0.56	0.6
"1"	"KE0040180091"	"KEGVS12"	"rl2"	1111.09753417969	9	2	7	1	0	0.22	0
"1"	"KE0040180091"	"KEGVS12"	"rl5"	1669.31628417969	9	1	8	1	0	0.11	0
"1"	"KE0040190092"	"G5305"	"q95"	517.518236	3	1	2	12	11	0.33	0.92
"1"	"KE0040190092"	"G5305"	"rl2"	999.430236816406	3	1	2	5	4	0.33	0.8
"1"	"KE0040190092"	"G5305"	"rl5"	1538.55810546875	3	1	2	1	0	0.33	0
"1"	"KE0040190092"	"G5326"	"q95"	535.3537	3	1	2	11	10	0.33	0.91
"1"	"KE0040190092"	"G5326"	"rl2"	1050.39575195312	3	1	2	4	3	0.33	0.75
"1"	"KE0040190092"	"G5326"	"rl5"	1640.2490234375	3	1	2	2	1	0.33	0.5
"1"	"KE0040190092"	"G5210"	"q90"	383.63605	3	2	1	15	13	0.67	0.87
"1"	"KE0040190092"	"G5210"	"q95"	551.941635999999	3	2	1	12	10	0.67	0.83
"1"	"KE0040190092"	"G5210"	"rl2"	1087.10534667969	3	1	2	1	0	0.33	0
"1"	"KE0040190092"	"G5210"	"rl5"	1646.08813476562	3	1	2	1	0	0.33	0
"1"	"KE0040190092"	"KEGVS12"	"q90"	384.90964	3	2	1	17	15	0.67	0.88
"1"	"KE0040190092"	"KEGVS12"	"q95"	565.62244	3	2	1	10	8	0.67	0.8
"1"	"KE0040190092"	"KEGVS12"	"rl2"	1111.09753417969	3	1	2	1	0	0.33	0
"1"	"KE0040190092"	"KEGVS12"	"rl5"	1669.31628417969	3	1	2	1	0	0.33	0
"1"	"KE0040190093"	"G5305"	"q95"	517.518236	3	1	2	12	11	0.33	0.92
"1"	"KE0040190093"	"G5305"	"rl2"	999.430236816406	3	1	2	5	4	0.33	0.8
"1"	"KE0040190093"	"G5305"	"rl5"	1538.55810546875	3	1	2	1	0	0.33	0
"1"	"KE0040190093"	"G5326"	"q95"	535.3537	3	1	2	11	10	0.33	0.91
"1"	"KE0040190093"	"G5326"	"rl2"	1050.39575195312	3	1	2	4	3	0.33	0.75
"1"	"KE0040190093"	"G5326"	"rl5"	1640.2490234375	3	1	2	2	1	0.33	0.5
"1"	"KE0040190093"	"G5210"	"q90"	383.63605	3	2	1	15	13	0.67	0.87
"1"	"KE0040190093"	"G5210"	"q95"	551.941635999999	3	2	1	12	10	0.67	0.83
"1"	"KE0040190093"	"G5210"	"rl2"	1087.10534667969	3	1	2	1	0	0.33	0
"1"	"KE0040190093"	"G5210"	"rl5"	1646.08813476562	3	1	2	1	0	0.33	0
"1"	"KE0040190093"	"KEGVS12"	"q90"	384.90964	3	2	1	17	15	0.67	0.88
"1"	"KE0040190093"	"KEGVS12"	"q95"	565.62244	3	2	1	10	8	0.67	0.8
"1"	"KE0040190093"	"KEGVS12"	"rl2"	1111.09753417969	3	1	2	1	0	0.33	0
"1"	"KE0040190093"	"KEGVS12"	"rl5"	1669.31628417969	3	1	2	1	0	0.33	0
"1"	"KE0040190094"	"G5305"	"q95"	517.518236	3	1	2	12	11	0.33	0.92
"1"	"KE0040190094"	"G5305"	"rl2"	999.430236816406	3	1	2	5	4	0.33	0.8
"1"	"KE0040190094"	"G5305"	"rl5"	1538.55810546875	3	1	2	1	0	0.33	0
"1"	"KE0040190094"	"G5326"	"q95"	535.3537	3	1	2	11	10	0.33	0.91
"1"	"KE0040190094"	"G5326"	"rl2"	1050.39575195312	3	1	2	4	3	0.33	0.75
"1"	"KE0040190094"	"G5326"	"rl5"	1640.2490234375	3	1	2	2	1	0.33	0.5
"1"	"KE0040190094"	"G5210"	"q90"	383.63605	3	2	1	15	13	0.67	0.87
"1"	"KE0040190094"	"G5210"	"q95"	551.941635999999	3	2	1	12	10	0.67	0.83
"1"	"KE0040190094"	"G5210"	"rl2"	1087.10534667969	3	1	2	1	0	0.33	0
"1"	"KE0040190094"	"G5210"	"rl5"	1646.08813476562	3	1	2	1	0	0.33	0
"1"	"KE0040190094"	"KEGVS12"	"q90"	384.90964	3	2	1	17	15	0.67	0.88
"1"	"KE0040190094"	"KEGVS12"	"q95"	565.62244	3	2	1	10	8	0.67	0.8
"1"	"KE0040190094"	"KEGVS12"	"rl2"	1111.09753417969	3	1	2	1	0	0.33	0
"1"	"KE0040190094"	"KEGVS12"	"rl5"	1669.31628417969	3	1	2	1	0	0.33	0
"1"	"KE0040190095"	"G5305"	"q95"	517.518236	3	1	2	12	11	0.33	0.92
"1"	"KE0040190095"	"G5305"	"rl2"	999.430236816406	3	1	2	5	4	0.33	0.8
"1"	"KE0040190095"	"G5305"	"rl5"	1538.55810546875	3	1	2	1	0	0.33	0
"1"	"KE0040190095"	"G5326"	"q95"	535.3537	3	1	2	11	10	0.33	0.91
"1"	"KE0040190095"	"G5326"	"rl2"	1050.39575195312	3	1	2	4	3	0.33	0.75
"1"	"KE0040190095"	"G5326"	"rl5"	1640.2490234375	3	1	2	2	1	0.33	0.5
"1"	"KE0040190095"	"G5210"	"q90"	383.63605	3	2	1	15	13	0.67	0.87
"1"	"KE0040190095"	"G5210"	"q95"	551.941635999999	3	2	1	12	10	0.67	0.83
"1"	"KE0040190095"	"G5210"	"rl2"	1087.10534667969	3	1	2	1	0	0.33	0
"1"	"KE0040190095"	"G5210"	"rl5"	1646.08813476562	3	1	2	1	0	0.33	0
"1"	"KE0040190095"	"KEGVS12"	"q90"	384.90964	3	2	1	17	15	0.67	0.88
"1"	"KE0040190095"	"KEGVS12"	"q95"	565.62244	3	2	1	10	8	0.67	0.8
